0.3477824,
0.3611315,
0.372001,
0.3661145,
0.3638316,
0.3727264,
0.3483604,
0.3427288,
0.5044309,
0.4179633,
0.5359618,
0.3642639,
0.3880113,
0.4017454,
0.3759341,
0.3646531,
0.3068462,
0.3636356,
0.3273643,
0.2926625,
0.3378158,
0.3055375,
0.3109463,
0.6242329,
0.4464131,
0.3448494,
0.3525155,
0.41065,
0.3627726,
0.4449897,
0.4861687,
0.5612967,
0.5505073,
0.5878662,
0.4611677,
0.5452238,
0.4432243,
0.5071987,
0.5667816,
0.5004574,
0.5053247,
0.4513439,
0.3901965,
0.4884066,
0.4815089,
0.4687148,
0.5386605,
0.6258123,
0.4676547,
0.8147978,
0.5177783,
0.5717486,
0.5508137,
0.4642805,
0.6113171,
0.5736677,
0.5012027,
0.3957201,
0.5255414,
0.4806709,
0.3267411,
0.3926413,
0.6795686,
0.8698118,
0.6391371,
0.4586635,
0.63785,
0.4714937,
0.4886711,
0.4756436,
0.6428726,
0.5150238,
0.8437523,
0.3991838,
0.350142,
0.4788123,
0.4451479,
0.6778008,
0.7753629,
0.5620062,
0.4261622,
0.5274144,
0.4950863,
0.8282858,
0.4640409,
0.470222,
0.4625792,
0.569034,
0.5554155,
0.9852821,
0.3234306,
0.4884025,
0.5070719,
0.5018043,
0.5755586,
0.7557426,
0.4435729,
0.6513859,
0.6549213,
0.5440033,
0.7408859,
0.5768452,
0.4755274,
0.4857011,
1.345202,
0.6800965,
0.4661884,
0.4221197,
0.4323975,
0.4199897,
0.4266307,
0.6802548,
1.00241,
0.6598091,
0.4826881,
1.338518,
0.7377935,
0.6599301,
0.5299387,
0.7383439,
0.3828594,
0.5214361,
0.4634219,
0.6189661,
0.5274515,
0.5021903,
0.4433114,
0.4477834,
0.3856049,
0.5532531,
0.3952689,
0.3503451,
0.4324023,
0.5222437,
0.4712556,
0.6201221,
0.6058674,
0.699026,
0.492445,
0.4144361,
0.530582,
0.4509184,
0.5384732,
0.45779,
0.4895167,
0.4407001,
0.4349017,
0.4424725,
0.4395805,
0.4278945,
0.5040319,
0.5565969,
0.7312002,
0.535731,
0.7647519,
0.4688887,
0.6208432,
0.4795403,
0.8497361,
0.9499967,
0.719145,
0.9961549,
0.6016896,
0.5164639,
0.5710473,
0.4078656,
0.5699875,
0.6821245,
0.3673186,
0.4214914,
0.3564471,
0.4486295,
0.4967673,
0.5033216,
Inf,
0.3518885,
0.356937,
0.5016532,
0.32698,
0.5588507,
0.6323399,
0.4710575,
0.6449356,
0.5122668,
0.5475254,
0.4916436,
0.5342355,
0.4929503,
0.7956241,
0.4615805,
0.4476927,
0.391535,
0.3631831,
0.4333632,
0.5170138,
0.4864644,
0.3216829,
0.4309391,
Inf,
0.3748766,
0.4252654,
0.337196,
0.4374625,
0.3676358,
0.413453,
0.4191257,
0.4407732,
0.4258302,
0.3407634,
0.3803629,
0.4297659,
0.4556441,
0.431385,
0.4946456,
0.9356923,
0.352742,
0.3673475,
0.3590536,
0.3866981,
0.5483016,
0.4567178,
0.3475325,
0.4701133,
0.4285748,
0.4106266,
0.5115036,
0.5264323,
0.4310724,
0.3827546,
0.3981586,
0.3686739,
0.5589514,
0.3963484,
0.3721425,
0.6465329,
0.5461726,
0.4257798,
0.5899837,
0.512559,
0.4528858,
0.4514227,
0.3549367,
0.3729198,
0.3872215,
0.4041637,
0.4106908,
0.9564914,
0.4607612,
0.4031019,
0.304491,
0.4349104,
0.4393987,
0.3791142,
0.6260952,
0.5704964,
0.5067738,
0.4197612,
0.4584124,
0.3797816,
0.4742579,
0.4639416,
0.4297397,
0.4430306,
0.4502974,
0.4826965,
0.4670384,
0.4210334,
0.3944379,
0.4716191,
0.4061215,
0.3607591,
0.2909993,
0.471358,
0.6430403,
0.8228707,
0.3513539,
0.4090163,
0.3945529,
0.3086947,
0.4022335,
1.584665,
0.3747251,
0.4047316,
0.4721763,
0.4625354,
0.4496884,
0.384088,
0.3948997,
0.4981332,
0.4195112,
0.3862091,
0.4817158,
0.3203204,
0.3542393,
0.6866573,
0.350231,
0.3885831,
0.3656344,
0.4748298,
0.3757469,
0.7155378,
0.4456846,
0.4761644,
0.4705295,
0.4013001,
0.4357497,
0.568997,
0.5112108,
0.5763318,
0.5276234,
0.5366008,
0.5581716,
0.4117159,
0.3954178,
0.3087265,
0.7338593,
0.5678476,
0.6069246,
0.3969263,
0.3706921,
0.634101,
0.3979936,
0.6972666,
0.4817917,
0.4591173,
0.5000208,
0.5128478,
0.5718918,
0.4872782,
0.556423,
0.3924295,
0.4262107,
0.4552954,
0.4352108,
0.3863107,
0.4513843,
0.3773539,
0.3450734,
0.393902,
0.4346268,
0.4203071,
0.4605317,
0.5568709,
0.5034031,
0.4083835,
0.8635756,
0.3840298,
0.5209966,
0.3432867,
0.4569442,
0.4721906,
0.4282885,
0.444307,
0.4486781,
0.4186678,
0.4164068,
0.4161168,
0.4883169,
0.4709202,
0.47917,
0.3836038,
Inf,
Inf,
0.7282778,
0.3327206,
0.4166454,
0.350373,
0.4113361,
0.3974041,
0.4330583,
0.3973806,
0.368547,
0.3981256,
0.5416458,
0.4513558,
0.5248864,
0.4475253,
0.4718598,
0.6706707,
0.468635,
0.5260663,
0.5692582,
0.6010003,
0.4886517,
0.4340283,
0.4180031,
0.5991687,
Inf,
0.5597573,
0.3693099,
0.4180365,
0.3034078,
0.3869095,
0.3465909,
0.5166094,
0.3060633,
0.410248,
0.3699193,
0.4147726,
0.5274921,
0.4331963,
0.3864067,
0.4468602,
0.4589177,
0.356464,
0.3648539,
1.455414,
0.5348093,
0.4703191,
0.4168826,
0.5847014,
0.5318291,
0.7693725,
0.6603735,
0.4819962,
0.5435217,
0.6348826,
0.4654705,
0.5671731,
0.4274635,
0.5013842,
0.5563614,
0.5493288,
0.4180011,
0.3416589,
0.4168083,
0.4318282,
0.5449609,
0.6415057,
