0.3202318,
0.3325234,
0.3205363,
0.3661145,
0.3638316,
0.3431998,
0.3000613,
0.3243567,
0.399752,
0.3600139,
0.4814247,
0.3408727,
0.3209193,
0.36992,
0.3376807,
0.3142049,
0.2771097,
0.3007585,
0.2820748,
0.2926625,
0.2909787,
0.2813335,
0.2753808,
0.3121165,
0.3453923,
0.3054062,
0.3298787,
0.3842801,
0.3627726,
0.4449897,
0.5412432,
0.5612967,
0.4260794,
0.4188043,
0.4611677,
0.6329853,
0.3981238,
0.4368772,
0.5091084,
0.4495331,
0.5053247,
0.4513439,
0.3504918,
0.3778829,
0.39825,
0.5218121,
0.6253655,
0.4959445,
0.5901146,
0.499591,
0.3174743,
0.5717486,
0.8983385,
0.6000739,
0.4172889,
0.4438499,
0.4502026,
0.3957201,
0.4528349,
0.4425933,
0.3057594,
0.3926413,
0.6795686,
0.8698118,
0.6391371,
0.4586635,
0.63785,
0.4714937,
0.4886711,
0.3933988,
0.5094645,
0.5150238,
0.8437523,
0.3991838,
0.3341203,
0.4788123,
0.4165627,
0.6778008,
0.7753629,
0.5620062,
0.3924026,
0.5274144,
0.468547,
0.7134466,
0.4428075,
0.470222,
0.4441929,
0.569034,
0.5015901,
0.9852821,
0.3026615,
0.4387048,
0.4369206,
0.4323818,
0.5755586,
0.5158746,
0.4435729,
0.6513859,
0.6549213,
0.5440033,
0.6381644,
0.518148,
0.4755274,
0.4362783,
0.8487283,
0.4642381,
0.3855786,
0.3886803,
0.4323975,
0.4199897,
0.4266307,
0.4643462,
1.00241,
0.5228864,
0.4826881,
0.8445109,
0.7377935,
0.5684329,
0.4760145,
0.7383439,
0.3439013,
0.4491406,
0.3993094,
0.6189661,
0.454322,
0.5021903,
0.4433114,
0.4477834,
0.332142,
0.4969565,
0.3952689,
0.3018763,
0.4324023,
0.5222437,
0.4712556,
0.5341441,
0.6058674,
0.699026,
0.492445,
0.3878231,
0.4571782,
0.4509184,
0.4836805,
0.43325,
0.4216468,
0.4407001,
0.3851584,
0.4187536,
0.4395805,
0.4278945,
0.4527438,
0.5125045,
0.5794624,
0.4144981,
0.5220244,
0.3878119,
0.5347652,
0.3711527,
0.5210133,
0.6484736,
0.5699089,
0.7894341,
0.5540251,
0.378303,
0.4418225,
0.366363,
0.4909605,
0.5405709,
0.3673186,
0.3279841,
0.3201766,
0.3864285,
0.4280416,
0.4335376,
1.17744,
0.3518885,
0.3206166,
0.4321005,
0.2937079,
0.5019845,
0.3161699,
0.3733043,
0.4069091,
0.4059618,
0.4339036,
0.3896183,
0.4233716,
0.3906539,
0.5019829,
0.3817675,
0.3463823,
0.3372499,
0.3631831,
0.3732788,
0.4097237,
0.3763803,
0.2770826,
0.3711908,
0.8264016,
0.3229011,
0.3663037,
0.3104841,
0.4028077,
0.3167749,
0.3198909,
0.3466536,
0.3796614,
0.3824996,
0.3060888,
0.3145934,
0.3860349,
0.3525344,
0.3567931,
0.3919973,
0.5903561,
0.2730138,
0.325331,
0.2969687,
0.3473494,
0.4345188,
0.3933953,
0.2993482,
0.3725559,
0.3691542,
0.368843,
0.405357,
0.359346,
0.3872083,
0.3438072,
0.3725909,
0.3175584,
0.4429585,
0.3560178,
0.3205461,
0.5123652,
0.4328315,
0.3667467,
0.5081843,
0.3142741,
0.4170092,
0.415662,
0.3268194,
0.3729198,
0.3872215,
0.3782103,
0.4106908,
0.9564914,
0.3968781,
0.4031019,
0.304491,
0.4349104,
0.4393987,
0.3791142,
0.6260952,
0.5704964,
0.4191463,
0.3471792,
0.394993,
0.3272404,
0.366936,
0.3837203,
0.3860112,
0.4145814,
0.4502974,
0.4826965,
0.4024255,
0.4210334,
0.3631914,
0.4062306,
0.3739495,
0.3375929,
0.2372997,
0.3898543,
0.3942784,
0.7087822,
0.3156017,
0.3164582,
0.3398494,
0.2772833,
0.3464651,
0.564469,
0.3099304,
0.2762723,
0.3223105,
0.3665507,
0.3069601,
0.3308354,
0.2892588,
0.4119997,
0.3862785,
0.3862091,
0.3984211,
0.2135469,
0.3181935,
0.5312706,
0.2495096,
0.300754,
0.3656344,
0.2680771,
0.3237639,
0.4884305,
0.3448287,
0.427712,
0.389169,
0.3122722,
0.3753344,
0.4053616,
0.5112108,
0.5176868,
0.5276234,
0.4622028,
0.4318605,
0.3646246,
0.3060439,
0.2889017,
0.5009369,
0.4696597,
0.5019798,
0.2709443,
0.2591027,
0.4906075,
0.3979936,
0.6972666,
0.4436252,
0.4591173,
0.5000208,
0.5128478,
0.5718918,
0.4376949,
0.556423,
0.3672297,
0.3924472,
0.4089665,
0.3368427,
0.3421252,
0.3888013,
0.3251486,
0.3177374,
0.393902,
0.3904011,
0.3775385,
0.4605317,
0.4079005,
0.4163584,
0.3668282,
0.5448555,
0.3840298,
0.4309097,
0.3160923,
0.3935903,
0.4067229,
0.4282885,
0.444307,
0.2751057,
0.3239256,
0.38342,
0.4161168,
0.4883169,
0.4709202,
0.4304117,
0.2420271,
0.6551669,
0.6551669,
0.4594921,
0.3063632,
0.3742494,
0.2711803,
0.2807806,
0.2712705,
0.3581771,
0.3286685,
0.3448807,
0.3081397,
0.4292441,
0.3492165,
0.4061076,
0.385612,
0.3652082,
0.531494,
0.3876021,
0.4351029,
0.4511264,
0.4102465,
0.4886517,
0.3996456,
0.2853315,
0.2580479,
0.2928183,
0.3820938,
0.2631017,
0.360077,
0.2613412,
0.3269765,
0.3465909,
0.4272811,
0.2818177,
0.3533684,
0.3059556,
0.321024,
0.4738168,
0.3351664,
0.371048,
0.385039,
0.3571074,
0.2948269,
0.3648539,
1.455414,
0.442334,
0.3638885,
0.3838581,
0.5036343,
0.4777125,
0.7693725,
0.5688148,
0.343381,
0.3710113,
0.3174413,
0.3601371,
0.3871558,
0.368197,
0.4318688,
0.5563614,
0.4731661,
0.3457235,
0.3145934,
0.3398925,
0.3976197,
0.388238,
0.5525629,
0.3595993,
0.4721347,
0.4333028,
0.4982658,
0.5010759,
0.5557999,
0.505508,
0.5173179,
0.4550537,
0.3777825,
0.5648982,
0.4194147,
0.4148526,
0.2733499,
0.5186834,
0.365504,
0.5246922,
0.4755014,
0.4594319,
0.3585492,
0.432887
