H1
1.434838
1.489912
1.534757
1.510471
1.630193
1.537749
1.111988
1.641017
1.276033
1.334164
1.986203
1.632129
1.437919
1.657472
1.393162
1.504442
1.469208
1.347586
1.3506
1.551667
1.078329
1.260549
1.393233
0.9962948
1.424978
1.54514
1.579489
1.839968
1.625447
2.130651
2.005776
1.791693
2.040107
1.876505
1.90263
2.020527
1.642531
1.619009
2.100418
1.854629
1.872666
1.672621
1.446016
1.559024
1.784408
1.933766
1.996205
1.583085
1.492782
2.061152
1.309797
2.358851
2.27248
1.915472
1.546417
1.831182
1.857391
1.632614
2.168215
1.983094
1.464004
1.759278
2.169224
2.200318
2.636873
2.055099
2.363787
2.257555
2.339802
1.762672
1.626241
2.307628
2.693308
1.788592
1.771472
2.145378
1.99454
2.163581
1.961395
2.318658
1.758208
2.363145
2.370519
2.643939
2.34772
2.251466
2.452547
2.347651
2.65938
2.492418
1.449171
1.809955
2.092016
2.070283
2.132944
1.911763
1.122083
1.647777
2.090549
2.016004
2.364952
2.137712
1.202917
1.799944
2.146984
1.720405
1.727633
1.74153
1.602408
1.556426
2.042747
1.720805
2.535745
1.669085
1.788778
2.136315
2.355081
2.106537
1.963883
2.356838
1.418826
1.664456
1.91193
2.293806
1.683657
1.861051
1.642853
1.659426
1.230874
2.050283
1.892583
1.445411
1.602426
1.935366
2.111519
1.979468
1.933966
1.76829
1.571914
1.856932
2.189011
1.671044
1.99551
2.19194
1.562567
2.229632
1.948631
2.118598
1.629027
1.58572
1.867876
2.29634
1.849679
1.710086
1.934553
1.737639
1.981769
1.777113
2.149533
2.403157
1.819184
2.519922
2.482379
1.913947
1.822818
1.511496
1.819435
1.725535
1.361234
1.738938
1.320946
1.432053
2.049502
1.606633
2.978508
1.57668
1.322761
1.601308
1.211745
2.071027
1.009234
1.19161
1.029337
1.295855
1.385047
1.243685
1.351428
1.246991
1.26984
1.710556
1.429062
1.249803
1.627287
1.383322
1.307863
1.552824
1.026831
1.375584
2.090505
1.196629
1.357473
1.391163
1.80483
1.516747
1.319767
1.553224
1.406975
1.57807
1.262824
1.409575
1.592656
1.454443
1.598656
1.251279
1.493393
1.307215
1.645946
1.330605
1.433052
1.38701
1.457871
1.109345
1.189221
1.368037
1.521728
1.293924
1.331689
1.597497
1.418438
1.783999
1.17683
1.41395
1.468815
1.187901
1.635501
1.381624
1.359115
1.883264
1.296594
1.868461
1.862425
1.464355
1.785574
1.734994
1.810905
1.840151
1.526589
1.470778
1.663069
1.36431
1.38826
1.111524
1.698668
1.583801
1.821059
1.878037
1.55558
1.891262
1.566857
1.51386
1.719306
1.592558
1.985054
1.857782
1.788809
1.92685
1.560294
1.627324
1.505437
1.675527
1.616426
1.20057
1.74679
1.626666
2.626653
1.302071
1.305605
1.259437
1.143982
1.283954
2.529173
1.388682
1.023828
1.19444
1.170052
1.137554
1.226032
1.463446
1.846016
1.730769
1.232803
1.785175
1.022482
1.312764
2.191852
1.117959
1.440038
1.50849
1.201153
1.550211
1.810059
1.422652
1.764603
1.74372
1.655635
1.39094
1.816273
2.290543
2.135809
2.176804
1.712862
1.781718
1.844744
1.465366
1.383287
1.856406
2.104368
2.249182
1.004084
1.373736
2.024089
1.78326
2.225717
1.987718
1.89417
2.062925
2.297878
2.119356
1.805789
2.06203
1.758329
1.758408
1.687264
1.612834
1.730913
1.440846
1.556841
1.423662
1.459749
1.610669
1.557603
1.70667
2.06369
1.865546
1.513415
1.378293
1.423164
1.930744
1.416291
1.458594
1.507261
1.367123
1.418255
1.134998
1.336413
1.717961
1.542074
1.558737
1.745168
1.775741
1.224487
1.045666
1.045666
1.162353
1.372698
1.544033
1.298436
1.040536
1.005293
1.604857
1.47264
1.65132
1.475401
1.370173
1.440755
1.675469
1.846346
1.74865
1.696561
1.736699
1.949532
1.440023
1.520319
1.810879
1.790661
1.057401
0.9562915
0.9346936
1.415989
1.17886
1.334398
0.968496
1.733596
1.106339
1.914486
1.262719
1.309537
1.370872
1.537092
1.954816
1.382789
2.048689
1.843602
1.893347
1.321008
1.3521
2.322884
1.981932
1.501287
1.719924
1.866402
1.970888
1.946242
2.107952
1.538561
1.374919
1.013292
1.48581
1.434748
1.364489
1.600449
1.77594
1.753491
1.549057
1.409575
1.719617
1.781584
1.739548
2.047725
1.611229
2.260624
1.605763
2.055684
1.856921
1.774147
1.873346
1.917112
1.877405
1.400012
1.428994
1.73037
1.711549
1.224778
1.922172
1.35451
1.67485
1.961766
1.466534
1.479259
1.785953
